txn_id,sender_account,sender_person_id,receiver_account,receiver_person_id,amount_inr,datetime,bank_sender,bank_receiver,txn_type,description,flagged_suspicious
TXN002490,ACC31782481,P0024,ACC28222781,P0045,252591.47,2022-06-21 14:32:47,Axis,ICICI,Cash Deposit,Service Fee,No
TXN002491,ACC55462982,P0040,ACC68035954,P0029,1651265.7,2022-11-25 08:48:46,Kotak,ICICI,UPI,Service Fee,No
TXN002492,ACC28377021,P0053,ACC19227140,P0076,3598.67,2024-01-08 00:09:41,HDFC,Kotak,RTGS,Investment,No
TXN002493,ACC53990376,P0060,ACC60946520,P0054,46193.34,2022-05-20 07:19:50,PNB,Axis,RTGS,Loan Repayment,No
TXN002494,ACC22477883,P0074,ACC41931968,P0091,1285783.42,2024-04-15 11:49:30,PNB,Kotak,Cash Deposit,Goods Purchase,No
TXN002495,ACC42963378,P0002,ACC10998284,P0041,802751.74,2023-10-17 12:04:50,HDFC,PNB,Wire,Investment,No
TXN002496,ACC12777085,P0003,ACC62060463,P0021,4614.01,2023-10-14 12:53:09,Axis,HDFC,IMPS,Personal Transfer,Yes
TXN002497,ACC82085863,P0050,ACC93359286,P0031,1812956.63,2022-12-12 01:36:49,HDFC,Canara,RTGS,Unknown,No
TXN002498,ACC20581573,P0066,ACC49234073,P0005,24762.72,2022-05-04 11:04:02,HDFC,SBI,NEFT,Goods Purchase,Yes
TXN002499,ACC95641687,P0049,ACC60946520,P0054,1494.32,2023-11-25 12:21:25,Kotak,ICICI,UPI,Goods Purchase,No
TXN002500,ACC53246831,P0035,ACC97018401,P0100,33480.63,2024-06-11 12:51:28,Canara,Axis,Wire,Goods Purchase,No
TXN002501,ACC47352869,P0019,ACC81264557,P0056,843024.59,2022-03-22 08:06:17,ICICI,Canara,Wire,Loan Repayment,No
TXN002502,ACC10998284,P0041,ACC67237068,P0007,4073.53,2022-10-16 06:32:46,Axis,HDFC,UPI,Investment,No
TXN002503,ACC36061115,P0026,ACC43424331,P0098,458725.8,2023-06-30 09:42:30,Kotak,Axis,Cash Deposit,Service Fee,Yes
TXN002504,ACC28377021,P0053,ACC78408689,P0088,11011.23,2023-10-30 09:21:52,Union Bank,ICICI,RTGS,Service Fee,No
TXN002505,ACC23438230,P0062,ACC22771791,P0063,3613.7,2022-01-22 00:07:19,Canara,HDFC,NEFT,Service Fee,No
TXN002506,ACC89303061,P0081,ACC80837586,P0094,1947.75,2024-01-09 11:28:45,Canara,Canara,RTGS,Goods Purchase,No
TXN002507,ACC76353912,P0034,ACC55462982,P0040,1566.12,2022-02-03 23:42:40,ICICI,PNB,Wire,Loan Repayment,No
TXN002508,ACC28444834,P0061,ACC84820714,P0034,1181645.66,2023-11-16 23:13:06,ICICI,PNB,RTGS,Loan Repayment,No
TXN002509,ACC28281865,P0095,ACC78408689,P0088,4130.16,2022-03-06 14:22:07,Union Bank,Axis,Wire,Personal Transfer,No
TXN002510,ACC14882771,P0037,ACC66394418,P0074,303400.14,2022-03-30 10:27:37,Kotak,Kotak,RTGS,Unknown,No
TXN002511,ACC44225424,P0100,ACC73124701,P0086,46931.43,2022-12-23 22:42:32,HDFC,SBI,IMPS,Service Fee,No
TXN002512,ACC87622366,P0097,ACC40434030,P0033,819386.9,2024-03-15 08:12:43,Axis,HDFC,UPI,Business Payment,No
TXN002513,ACC20694051,P0001,ACC55658290,P0028,1583522.24,2023-07-26 09:09:42,Union Bank,Union Bank,IMPS,Business Payment,No
TXN002514,ACC10998284,P0041,ACC49935956,P0071,71212.82,2022-02-06 12:24:39,HDFC,ICICI,Wire,Unknown,No
TXN002515,ACC49935956,P0071,ACC38320949,P0092,43754.71,2022-07-30 03:49:57,HDFC,HDFC,IMPS,Investment,Yes
TXN002516,ACC50241177,P0058,ACC81264557,P0056,4839.4,2023-02-07 22:44:42,SBI,Axis,UPI,Personal Transfer,No
TXN002517,ACC22881862,P0043,ACC47113201,P0067,3828.67,2023-03-14 11:25:05,Axis,SBI,UPI,Goods Purchase,No
TXN002518,ACC41931968,P0091,ACC58469806,P0079,280025.92,2022-11-12 06:01:00,Union Bank,Kotak,IMPS,Service Fee,No
TXN002519,ACC78408689,P0088,ACC94669760,P0085,449888.68,2024-06-07 03:32:13,HDFC,Canara,RTGS,Personal Transfer,No
TXN002520,ACC20581573,P0066,ACC10998284,P0041,4367.14,2022-12-07 14:47:22,Union Bank,Canara,UPI,Service Fee,No
TXN002521,ACC21007045,P0082,ACC42152047,P0013,1184725.42,2023-03-14 13:02:59,Canara,PNB,NEFT,Unknown,No
TXN002522,ACC68035954,P0029,ACC19227140,P0076,280803.5,2024-05-30 23:13:08,Canara,Kotak,UPI,Loan Repayment,No
TXN002523,ACC14359404,P0048,ACC25216365,P0015,17241.0,2023-08-06 13:33:18,Axis,PNB,Cash Deposit,Service Fee,No
TXN002524,ACC30880066,P0012,ACC42963378,P0002,733072.37,2022-04-19 12:40:13,HDFC,Axis,Wire,Goods Purchase,Yes
TXN002525,ACC68035954,P0029,ACC39315551,P0086,865.51,2023-09-18 17:30:56,ICICI,HDFC,UPI,Loan Repayment,No
TXN002526,ACC22352071,P0020,ACC80837586,P0094,4797.94,2022-04-16 16:02:33,Canara,Union Bank,Wire,Service Fee,No
TXN002527,ACC80073291,P0025,ACC66394418,P0074,31869.57,2022-06-22 16:06:58,Canara,Canara,IMPS,Service Fee,No
TXN002528,ACC32732400,P0087,ACC78408689,P0088,1651629.61,2022-10-24 18:15:07,Axis,PNB,RTGS,Goods Purchase,No
TXN002529,ACC19227140,P0076,ACC84820714,P0034,1928677.81,2023-11-07 11:04:05,ICICI,PNB,UPI,Service Fee,No
TXN002530,ACC80458179,P0061,ACC93260889,P0023,255092.56,2022-09-15 17:44:12,Canara,ICICI,Cash Deposit,Business Payment,No
TXN002531,ACC50292848,P0052,ACC29570681,P0024,1554.23,2024-01-01 15:19:37,Canara,Union Bank,IMPS,Investment,No
TXN002532,ACC60946520,P0054,ACC19227140,P0076,713614.94,2022-08-11 19:35:42,ICICI,HDFC,RTGS,Loan Repayment,No
TXN002533,ACC35172528,P0090,ACC26730079,P0099,175772.93,2022-03-01 06:49:04,PNB,HDFC,RTGS,Loan Repayment,No
TXN002534,ACC83847719,P0068,ACC10446705,P0013,1127184.34,2023-12-08 23:14:34,Union Bank,Kotak,IMPS,Investment,No
TXN002535,ACC72451136,P0017,ACC21438741,P0042,12440.35,2022-09-27 02:01:27,PNB,Union Bank,RTGS,Unknown,Yes
TXN002536,ACC89303061,P0081,ACC46111036,P0075,4274.93,2024-06-16 13:52:31,SBI,Axis,Cash Deposit,Personal Transfer,No
TXN002537,ACC20692205,P0069,ACC58469806,P0079,4347.32,2024-06-02 23:57:43,Kotak,Axis,Cash Deposit,Investment,No
TXN002538,ACC93260889,P0023,ACC62135687,P0093,455948.17,2022-02-06 19:47:15,PNB,ICICI,UPI,Goods Purchase,No
TXN002539,ACC32732400,P0087,ACC14882771,P0037,46441.85,2022-03-23 21:00:27,Canara,Canara,IMPS,Investment,No
TXN002540,ACC22352071,P0020,ACC80192532,P0089,1247571.63,2023-06-23 17:32:19,PNB,Union Bank,Cash Deposit,Goods Purchase,No
TXN002541,ACC23941705,P0085,ACC39315551,P0086,319456.41,2023-03-03 02:41:55,SBI,Canara,Cash Deposit,Goods Purchase,No
TXN002542,ACC72207404,P0042,ACC52723076,P0064,29250.91,2022-05-17 15:42:33,Canara,Canara,Cash Deposit,Service Fee,No
TXN002543,ACC43424331,P0098,ACC80837586,P0094,153039.47,2022-03-03 20:14:03,PNB,ICICI,IMPS,Business Payment,No
TXN002544,ACC82085863,P0050,ACC18979241,P0033,24934.11,2022-08-10 10:11:53,Kotak,PNB,UPI,Investment,No
TXN002545,ACC84300929,P0046,ACC22477883,P0074,8179.49,2024-02-13 22:37:30,SBI,Kotak,IMPS,Personal Transfer,Yes
TXN002546,ACC28373284,P0076,ACC43424331,P0098,1351697.64,2023-05-18 12:09:07,Axis,PNB,IMPS,Goods Purchase,No
TXN002547,ACC15467685,P0073,ACC70571332,P0015,37456.62,2023-11-13 16:40:12,Kotak,PNB,RTGS,Business Payment,No
TXN002548,ACC30880066,P0012,ACC31999265,P0008,2839.12,2024-06-07 05:17:06,Union Bank,SBI,RTGS,Investment,No
TXN002549,ACC84820714,P0034,ACC28222781,P0045,37527.58,2022-11-15 02:18:56,Union Bank,HDFC,Cash Deposit,Unknown,No
TXN002550,ACC98301804,P0071,ACC93359286,P0031,402648.9,2024-01-16 04:41:39,ICICI,HDFC,NEFT,Service Fee,No
TXN002551,ACC42022542,P0088,ACC36061115,P0026,395128.67,2022-03-30 15:49:21,SBI,Union Bank,Wire,Unknown,No
TXN002552,ACC85351481,P0044,ACC72451136,P0017,77165.34,2023-08-24 12:52:05,Canara,PNB,NEFT,Unknown,No
TXN002553,ACC98301804,P0071,ACC18979241,P0033,267906.11,2023-12-08 17:57:44,Canara,Canara,RTGS,Service Fee,No
TXN002554,ACC24346658,P0080,ACC35172528,P0090,1514140.94,2022-05-06 05:04:36,Axis,HDFC,UPI,Investment,No
TXN002555,ACC20694051,P0001,ACC78408689,P0088,1157831.11,2024-03-04 05:47:17,Kotak,PNB,RTGS,Investment,Yes
TXN002556,ACC28377021,P0053,ACC14882771,P0037,500.35,2023-03-07 09:27:57,PNB,Kotak,Wire,Unknown,No
TXN002557,ACC43424331,P0098,ACC22477883,P0074,1401578.71,2023-12-15 08:38:45,Axis,ICICI,NEFT,Personal Transfer,Yes
TXN002558,ACC55658290,P0028,ACC88699165,P0032,43653.99,2023-04-27 11:23:47,Union Bank,PNB,IMPS,Loan Repayment,No
TXN002559,ACC83291553,P0070,ACC53990376,P0060,167297.4,2022-07-30 00:58:32,HDFC,Axis,RTGS,Personal Transfer,No
TXN002560,ACC22771791,P0063,ACC34847621,P0083,112155.66,2024-02-10 07:44:51,PNB,SBI,Cash Deposit,Loan Repayment,No
TXN002561,ACC47113201,P0067,ACC24346658,P0080,1489244.93,2023-03-09 05:09:51,Kotak,Union Bank,UPI,Investment,No
TXN002562,ACC70788473,P0037,ACC23900847,P0029,4124.59,2022-02-20 04:16:20,Canara,Kotak,NEFT,Goods Purchase,No
TXN002563,ACC89575745,P0045,ACC49890367,P0070,32137.04,2024-02-13 19:49:12,Axis,Axis,Wire,Personal Transfer,Yes
TXN002564,ACC89303061,P0081,ACC19227140,P0076,14461.3,2022-12-20 16:07:28,Axis,Canara,Cash Deposit,Business Payment,No
TXN002565,ACC54799885,P0064,ACC84820714,P0034,16226.36,2023-05-07 17:31:14,PNB,ICICI,NEFT,Unknown,Yes
TXN002566,ACC62135687,P0093,ACC65777619,P0006,2196.05,2023-11-14 06:59:13,Kotak,ICICI,Cash Deposit,Service Fee,Yes
TXN002567,ACC54799885,P0064,ACC42152047,P0013,731391.34,2022-07-09 17:05:57,SBI,Union Bank,UPI,Investment,No
TXN002568,ACC24346658,P0080,ACC87622366,P0097,843380.65,2022-03-19 17:04:38,SBI,PNB,Wire,Unknown,No
TXN002569,ACC95641687,P0049,ACC88960861,P0077,2756.2,2023-01-06 06:44:31,Kotak,SBI,Wire,Investment,No
TXN002570,ACC26072981,P0047,ACC94767925,P0027,727138.62,2023-05-26 06:24:22,HDFC,Kotak,Cash Deposit,Business Payment,Yes
TXN002571,ACC87622366,P0097,ACC51861461,P0073,951718.62,2022-09-01 11:30:11,Kotak,Union Bank,UPI,Service Fee,No
TXN002572,ACC44225424,P0100,ACC54799885,P0064,228532.54,2022-02-05 00:29:08,Kotak,Axis,Cash Deposit,Goods Purchase,No
TXN002573,ACC80837586,P0094,ACC12777085,P0003,1266440.0,2023-12-05 22:36:10,Kotak,PNB,Wire,Business Payment,No
TXN002574,ACC25216365,P0015,ACC52556000,P0049,389989.78,2024-01-09 19:31:23,Kotak,Axis,IMPS,Service Fee,No
TXN002575,ACC85351481,P0044,ACC83677009,P0069,1573723.04,2023-05-27 23:58:36,Union Bank,Union Bank,RTGS,Personal Transfer,No
TXN002576,ACC55658290,P0028,ACC19227140,P0076,378707.79,2022-09-05 07:02:00,ICICI,Union Bank,NEFT,Personal Transfer,No
TXN002577,ACC20581573,P0066,ACC46245645,P0014,1809672.64,2024-02-22 22:27:44,Axis,SBI,IMPS,Business Payment,No
TXN002578,ACC34510701,P0065,ACC89575745,P0045,514654.37,2023-06-13 02:09:48,SBI,Union Bank,IMPS,Service Fee,No
TXN002579,ACC10446705,P0013,ACC65777619,P0006,457186.81,2023-01-10 16:56:59,PNB,Axis,Cash Deposit,Goods Purchase,No
TXN002580,ACC55658290,P0028,ACC14359404,P0048,21016.49,2022-05-11 03:19:47,Kotak,Kotak,NEFT,Personal Transfer,Yes
TXN002581,ACC83847719,P0068,ACC74591190,P0018,4594.72,2022-09-02 17:05:20,Canara,PNB,Cash Deposit,Business Payment,No
TXN002582,ACC23349287,P0003,ACC54799885,P0064,3821.04,2022-01-14 13:52:52,Axis,Canara,NEFT,Goods Purchase,No
TXN002583,ACC94767925,P0027,ACC38320949,P0092,4332.18,2022-03-07 14:52:12,SBI,Canara,Cash Deposit,Service Fee,Yes
TXN002584,ACC21438741,P0042,ACC28281865,P0095,1161208.02,2022-05-19 16:36:15,SBI,ICICI,Cash Deposit,Loan Repayment,No
TXN002585,ACC87364623,P0065,ACC55658290,P0028,21162.82,2024-02-01 03:36:06,ICICI,Canara,NEFT,Loan Repayment,Yes
TXN002586,ACC52723076,P0064,ACC28281865,P0095,325967.01,2022-10-06 00:38:55,Axis,Canara,IMPS,Loan Repayment,No
TXN002587,ACC70571332,P0015,ACC61979251,P0035,473949.54,2022-09-17 16:29:19,Union Bank,SBI,IMPS,Investment,No
TXN002588,ACC64017185,P0030,ACC72207404,P0042,1750525.82,2022-01-07 18:41:19,Kotak,Canara,NEFT,Loan Repayment,No
TXN002589,ACC22352071,P0020,ACC94767925,P0027,352754.45,2022-02-23 13:25:40,PNB,Canara,UPI,Service Fee,No
TXN002590,ACC87364623,P0065,ACC67237068,P0007,425492.1,2023-12-14 14:27:21,Union Bank,Axis,UPI,Unknown,No
TXN002591,ACC22352071,P0020,ACC19985429,P0056,2693.81,2023-12-23 06:20:55,ICICI,HDFC,Wire,Service Fee,Yes
TXN002592,ACC49890367,P0070,ACC44654107,P0004,255006.06,2023-05-25 02:58:48,Kotak,ICICI,IMPS,Goods Purchase,No
TXN002593,ACC18979241,P0033,ACC72451136,P0017,696154.26,2024-02-20 21:08:15,Union Bank,Union Bank,RTGS,Goods Purchase,Yes
TXN002594,ACC43591464,P0022,ACC10998284,P0041,40499.08,2022-04-11 08:23:10,Axis,Union Bank,Cash Deposit,Service Fee,No
TXN002595,ACC99198449,P0039,ACC81264557,P0056,771008.47,2022-09-28 20:09:51,PNB,Canara,IMPS,Investment,Yes
TXN002596,ACC98301804,P0071,ACC66394418,P0074,3921.86,2022-02-02 01:45:23,PNB,Axis,Cash Deposit,Business Payment,No
TXN002597,ACC94669760,P0085,ACC83847719,P0068,7391.15,2023-12-03 17:44:47,PNB,Union Bank,Cash Deposit,Business Payment,Yes
TXN002598,ACC30880066,P0012,ACC27000208,P0087,2543.42,2024-03-29 09:56:33,HDFC,PNB,Wire,Service Fee,No
TXN002599,ACC60946520,P0054,ACC82085863,P0050,318479.91,2022-04-24 14:05:02,SBI,Canara,IMPS,Investment,No
TXN002600,ACC49935956,P0071,ACC98301804,P0071,180722.53,2022-08-29 20:43:25,Axis,Union Bank,UPI,Investment,No
TXN002601,ACC87364623,P0065,ACC52723076,P0064,7049.75,2022-08-27 17:06:53,Canara,ICICI,RTGS,Investment,No
TXN002602,ACC52556000,P0049,ACC35172528,P0090,4308.21,2022-11-16 12:56:10,Axis,Canara,RTGS,Goods Purchase,No
TXN002603,ACC87622366,P0097,ACC46245645,P0014,3466.43,2023-10-08 06:04:43,Axis,PNB,UPI,Business Payment,No
TXN002604,ACC24346658,P0080,ACC42963378,P0002,945656.43,2024-04-30 18:50:12,Union Bank,ICICI,Wire,Personal Transfer,No
TXN002605,ACC93260889,P0023,ACC27000208,P0087,8426.44,2024-06-21 05:22:33,PNB,Kotak,Wire,Personal Transfer,No
TXN002606,ACC55462982,P0040,ACC76878955,P0057,186985.72,2023-04-03 08:01:55,Union Bank,Axis,Cash Deposit,Investment,No
TXN002607,ACC46111036,P0075,ACC83189524,P0022,3856.35,2023-01-30 03:32:57,Axis,Kotak,IMPS,Personal Transfer,No
TXN002608,ACC29570681,P0024,ACC47352869,P0019,31879.41,2022-10-24 03:23:59,ICICI,Canara,RTGS,Loan Repayment,Yes
TXN002609,ACC55728427,P0047,ACC42963378,P0002,800.03,2024-05-01 20:42:24,Kotak,HDFC,IMPS,Loan Repayment,No
TXN002610,ACC97069298,P0040,ACC28222781,P0045,429416.8,2023-01-26 19:06:17,Canara,HDFC,UPI,Goods Purchase,No
TXN002611,ACC81751708,P0017,ACC54799885,P0064,263826.64,2022-01-08 23:39:05,Axis,Kotak,NEFT,Goods Purchase,No
TXN002612,ACC87402122,P0090,ACC70571332,P0015,570.21,2023-11-04 09:57:22,HDFC,Kotak,Cash Deposit,Loan Repayment,No
TXN002613,ACC15226275,P0051,ACC34510701,P0065,1786214.85,2023-07-17 01:55:29,ICICI,Canara,UPI,Goods Purchase,No
TXN002614,ACC38320949,P0092,ACC30880066,P0012,1827359.52,2024-04-27 17:19:33,ICICI,Union Bank,Wire,Personal Transfer,No
TXN002615,ACC49234073,P0005,ACC31999265,P0008,190278.66,2022-09-14 10:00:15,SBI,SBI,UPI,Goods Purchase,No
TXN002616,ACC14359404,P0048,ACC34510701,P0065,3709.43,2024-05-08 16:30:14,Axis,SBI,NEFT,Personal Transfer,No
TXN002617,ACC20692205,P0069,ACC89575745,P0045,11241.92,2024-03-11 15:14:53,Canara,PNB,NEFT,Loan Repayment,No
TXN002618,ACC68035954,P0029,ACC83291553,P0070,71632.88,2022-08-04 10:53:09,ICICI,Canara,Wire,Loan Repayment,No
TXN002619,ACC86630175,P0038,ACC10446705,P0013,813826.74,2024-06-28 06:49:19,PNB,HDFC,RTGS,Goods Purchase,No
TXN002620,ACC74018781,P0078,ACC60946520,P0054,1152.8,2023-09-17 17:39:45,Union Bank,ICICI,UPI,Loan Repayment,No
TXN002621,ACC76878955,P0057,ACC47352869,P0019,101504.38,2022-04-04 02:38:39,HDFC,Axis,UPI,Loan Repayment,No
TXN002622,ACC81264557,P0056,ACC30880066,P0012,120375.72,2024-06-25 05:27:02,SBI,Canara,RTGS,Unknown,Yes
TXN002623,ACC84820714,P0034,ACC88699165,P0032,16688.81,2023-07-05 20:38:20,Kotak,PNB,Cash Deposit,Unknown,No
TXN002624,ACC64017185,P0030,ACC53990376,P0060,440237.43,2023-09-30 14:29:22,Canara,PNB,IMPS,Business Payment,No
TXN002625,ACC41931968,P0091,ACC28444834,P0061,1235679.18,2022-12-22 14:03:13,HDFC,SBI,NEFT,Personal Transfer,No
TXN002626,ACC77171016,P0016,ACC28222781,P0045,364922.88,2024-03-15 06:41:49,Kotak,ICICI,NEFT,Loan Repayment,No
TXN002627,ACC35172528,P0090,ACC97069298,P0040,1636765.0,2022-10-23 18:32:33,Axis,Canara,Cash Deposit,Personal Transfer,Yes
TXN002628,ACC80073291,P0025,ACC87364623,P0065,44041.73,2022-12-16 22:15:59,PNB,ICICI,NEFT,Loan Repayment,No
TXN002629,ACC78408689,P0088,ACC14882771,P0037,3561.25,2024-03-16 13:34:46,ICICI,Kotak,UPI,Business Payment,No
TXN002630,ACC73124701,P0086,ACC13509495,P0059,2368.48,2022-02-09 06:52:01,ICICI,ICICI,NEFT,Goods Purchase,No
TXN002631,ACC99198449,P0039,ACC80458179,P0061,9797.43,2022-05-20 06:09:35,PNB,Kotak,NEFT,Loan Repayment,No
TXN002632,ACC88699165,P0032,ACC51861461,P0073,33255.91,2022-04-27 09:16:20,Axis,Union Bank,NEFT,Loan Repayment,No
TXN002633,ACC52556000,P0049,ACC13509495,P0059,1792808.46,2023-07-18 16:51:02,HDFC,HDFC,Wire,Loan Repayment,Yes
TXN002634,ACC62060463,P0021,ACC99198449,P0039,1859553.54,2022-07-14 10:22:50,Kotak,Canara,Cash Deposit,Goods Purchase,No
TXN002635,ACC99198449,P0039,ACC36724504,P0036,3727.69,2024-06-16 10:28:05,Union Bank,Axis,RTGS,Personal Transfer,Yes
TXN002636,ACC62060463,P0021,ACC52723076,P0064,1982004.5,2023-03-24 20:49:10,Canara,SBI,RTGS,Personal Transfer,No
TXN002637,ACC19227140,P0076,ACC17370298,P0052,1433800.92,2023-06-06 19:05:38,PNB,SBI,UPI,Goods Purchase,Yes
TXN002638,ACC74018781,P0078,ACC42022542,P0088,49604.02,2023-11-15 16:06:36,HDFC,Kotak,Cash Deposit,Service Fee,No
TXN002639,ACC82085863,P0050,ACC49890367,P0070,1029.69,2022-02-06 04:18:05,PNB,PNB,NEFT,Investment,No
TXN002640,ACC62135687,P0093,ACC49935956,P0071,45439.16,2022-07-27 05:56:30,SBI,ICICI,Cash Deposit,Service Fee,Yes
TXN002641,ACC64176956,P0072,ACC51861461,P0073,414179.26,2024-04-12 17:53:47,Kotak,Axis,NEFT,Business Payment,No
TXN002642,ACC93359286,P0031,ACC70571332,P0015,767.18,2022-11-09 22:39:16,Union Bank,Axis,Cash Deposit,Investment,No
TXN002643,ACC28377021,P0053,ACC70788473,P0037,851.77,2022-07-29 21:03:42,ICICI,Union Bank,IMPS,Unknown,No
TXN002644,ACC82788896,P0010,ACC26730079,P0099,39349.64,2022-12-06 16:19:13,Kotak,ICICI,RTGS,Business Payment,No
TXN002645,ACC49386369,P0051,ACC28444834,P0061,1804729.9,2022-02-16 13:08:41,SBI,HDFC,Cash Deposit,Business Payment,No
TXN002646,ACC30880066,P0012,ACC21599659,P0023,1926.35,2023-01-02 01:35:22,SBI,HDFC,Wire,Personal Transfer,No
TXN002647,ACC39315551,P0086,ACC82085863,P0050,1863310.83,2022-09-18 02:56:11,ICICI,Canara,IMPS,Investment,No
TXN002648,ACC50241177,P0058,ACC52556000,P0049,382910.59,2022-08-05 19:59:46,Canara,SBI,IMPS,Personal Transfer,No
TXN002649,ACC65777619,P0006,ACC87622366,P0097,368526.72,2023-11-20 07:59:36,Canara,PNB,Wire,Personal Transfer,No
TXN002650,ACC88960861,P0077,ACC80192532,P0089,4352.67,2022-06-19 04:19:50,Canara,Canara,NEFT,Loan Repayment,No
TXN002651,ACC87622366,P0097,ACC82788896,P0010,1411970.73,2023-08-25 22:00:38,Canara,Axis,IMPS,Service Fee,No
TXN002652,ACC50241177,P0058,ACC81751708,P0017,836.61,2022-05-19 21:54:22,Axis,Axis,UPI,Unknown,No
TXN002653,ACC20694051,P0001,ACC89291824,P0096,1201567.43,2022-12-20 17:29:11,PNB,Axis,UPI,Business Payment,No
TXN002654,ACC94767925,P0027,ACC48759195,P0009,19549.88,2024-06-08 05:21:24,Canara,Kotak,UPI,Service Fee,No
TXN002655,ACC70571332,P0015,ACC53246831,P0035,1035173.38,2023-05-31 07:39:18,Kotak,ICICI,RTGS,Investment,No
TXN002656,ACC14882771,P0037,ACC47352869,P0019,2155.8,2022-07-31 20:41:19,HDFC,Axis,NEFT,Loan Repayment,No
TXN002657,ACC23438230,P0062,ACC14882771,P0037,631937.52,2022-11-10 13:56:58,Axis,PNB,NEFT,Goods Purchase,No
TXN002658,ACC53990376,P0060,ACC18979241,P0033,111052.65,2023-12-05 06:53:19,PNB,ICICI,Wire,Unknown,No
TXN002659,ACC97069298,P0040,ACC26072981,P0047,23284.84,2023-10-19 07:22:11,HDFC,Union Bank,NEFT,Goods Purchase,No
TXN002660,ACC60946520,P0054,ACC42963378,P0002,4795.7,2022-11-28 08:02:09,Kotak,Kotak,UPI,Unknown,No
TXN002661,ACC12777085,P0003,ACC43229057,P0082,4504.88,2022-07-14 20:17:36,HDFC,Kotak,NEFT,Service Fee,No
TXN002662,ACC22771791,P0063,ACC80073291,P0025,1731699.74,2022-11-01 05:29:59,ICICI,HDFC,RTGS,Service Fee,No
TXN002663,ACC14359404,P0048,ACC76878955,P0057,1264505.36,2023-09-18 13:30:42,Kotak,Canara,UPI,Goods Purchase,No
TXN002664,ACC83291553,P0070,ACC41931968,P0091,13751.74,2022-07-31 07:08:31,ICICI,HDFC,UPI,Business Payment,No
TXN002665,ACC22477883,P0074,ACC27000208,P0087,81729.97,2023-10-01 03:54:34,PNB,HDFC,IMPS,Goods Purchase,No
TXN002666,ACC52723076,P0064,ACC28373284,P0076,382557.39,2023-08-21 10:44:09,Canara,SBI,UPI,Unknown,No
TXN002667,ACC38502474,P0030,ACC80192532,P0089,2562.89,2024-02-11 00:36:58,Canara,Canara,NEFT,Goods Purchase,No
TXN002668,ACC18979241,P0033,ACC53246831,P0035,1211.11,2023-07-15 16:21:50,SBI,Canara,Cash Deposit,Business Payment,No
TXN002669,ACC42152047,P0013,ACC10998284,P0041,1785.21,2022-03-22 05:03:08,Union Bank,Axis,NEFT,Service Fee,No
TXN002670,ACC22881862,P0043,ACC28281865,P0095,3313.96,2023-12-12 21:08:37,ICICI,SBI,UPI,Personal Transfer,No
TXN002671,ACC14882771,P0037,ACC95768162,P0011,15913.54,2023-08-14 17:39:43,PNB,HDFC,NEFT,Goods Purchase,No
TXN002672,ACC89575745,P0045,ACC10709540,P0089,1311612.16,2023-09-09 05:28:35,Union Bank,Canara,UPI,Unknown,No
TXN002673,ACC28222781,P0045,ACC98301804,P0071,695354.87,2024-04-09 13:21:06,Kotak,Kotak,Wire,Loan Repayment,Yes
TXN002674,ACC20692205,P0069,ACC80458179,P0061,2567.79,2023-01-27 16:04:19,Kotak,HDFC,Cash Deposit,Unknown,No
TXN002675,ACC55658290,P0028,ACC30880066,P0012,1279.29,2023-06-15 08:15:59,Axis,HDFC,IMPS,Business Payment,Yes
TXN002676,ACC44225424,P0100,ACC21599659,P0023,1157021.03,2022-09-13 06:01:40,PNB,SBI,UPI,Service Fee,No
TXN002677,ACC80458179,P0061,ACC10446705,P0013,4406.04,2024-04-25 18:10:36,SBI,ICICI,Wire,Unknown,No
TXN002678,ACC95641687,P0049,ACC93260889,P0023,1387854.06,2024-04-08 05:17:53,SBI,PNB,NEFT,Goods Purchase,No
TXN002679,ACC22881862,P0043,ACC81780879,P0026,270506.57,2023-05-10 22:42:18,HDFC,SBI,RTGS,Investment,No
TXN002680,ACC38502474,P0030,ACC40434030,P0033,320440.86,2022-05-12 11:59:56,Axis,PNB,NEFT,Service Fee,No
TXN002681,ACC22881862,P0043,ACC76878955,P0057,409528.26,2024-01-02 13:26:52,Kotak,Union Bank,NEFT,Service Fee,No
TXN002682,ACC18979241,P0033,ACC46245645,P0014,4065.37,2022-12-13 16:49:54,PNB,HDFC,NEFT,Unknown,No
TXN002683,ACC80837586,P0094,ACC72451136,P0017,4620.65,2022-05-15 06:49:47,PNB,Axis,IMPS,Goods Purchase,Yes
TXN002684,ACC49935956,P0071,ACC35172528,P0090,1233.54,2023-07-05 03:54:08,Axis,PNB,UPI,Personal Transfer,No
TXN002685,ACC64176956,P0072,ACC42022542,P0088,22784.54,2023-04-20 16:57:40,Kotak,Union Bank,Cash Deposit,Service Fee,No
TXN002686,ACC47352869,P0019,ACC26730079,P0099,429687.86,2023-05-26 21:57:28,SBI,PNB,NEFT,Business Payment,No
TXN002687,ACC73124701,P0086,ACC22881862,P0043,49543.63,2022-04-07 06:07:45,HDFC,Kotak,Cash Deposit,Personal Transfer,No
TXN002688,ACC57816281,P0020,ACC55626134,P0055,963700.92,2023-06-30 20:37:18,ICICI,PNB,Cash Deposit,Investment,No
TXN002689,ACC47670632,P0055,ACC44654107,P0004,46840.44,2022-09-10 08:23:00,SBI,Kotak,NEFT,Unknown,No
